Programa de financiación;Título;Ce.gestor;Funcional;Económico;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción;Impte.mon.ent.CP
2020/000269;SERVICIOS DESARROLLO URBANO. ADQUISICIÓN PRODUCTOS INFORMÁTICOS Y TELECOMUNICACIONES;1160;15000;62601;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;19.000,00
2003/001274;ADQUISICIÓN DE SUELO EN C/SAN CIPRIANO. ZONAS VERDES;1160;15102;60000;6;URBANISMO;0;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;219;VICALVARO;400.000,00
2018/000506;ADQUISICIÓN DE SUELO EN C/SARDINETA. VIARIO Y ZONA VERDE;1160;15102;60000;6;URBANISMO;0;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;208;FUENCARRAL-EL PARDO;434.000,00
2018/001109;ADQUISICIÓN SUELO JUNTA COMPENSACIÓN API 08.02 POLÍGONO A DE PEÑAGRANDE;1160;15102;60000;6;URBANISMO;0;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;208;FUENCARRAL-EL PARDO;452.000,00
2018/001151;ADQUISICIÓN SUELO UE 5, APE 20.10 COLONIA FIN DE SEMANA. ZONA VERDE Y VIARIO;1160;15102;60000;6;URBANISMO;0;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;220;SAN BLAS - CANILLEJAS;173.512,00
2018/001164;ADQUISICIÓN DE SUELO P.E. 00.304 NUEVA AVENIDA ALAMEDA DE OSUNA-CIUDAD PEGASO;1160;15102;60000;6;URBANISMO;0;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;998;VARIOS DISTRITOS;1.800.000,00
2020/000223;ADQUISICIÓN DE SUELO CALLE SANTA LEONOR, 9. ZONA VERDE Y VIARIO;1160;15102;60000;6;URBANISMO;0;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;220;SAN BLAS - CANILLEJAS;27.000,00
2020/000227;ADQUISICIÓN SUELO EN PAU OLIVAR DE LA HINOJOSA;1160;15102;60000;6;URBANISMO;0;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;216;HORTALEZA;1.250.000,00
2020/000231;ADQUISICION DE SUELO ZONAS VERDES Y VIARIO;1160;15102;60000;6;URBANISMO;0;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;998;VARIOS DISTRITOS;3.000.000,00
2004/001020;ARROYO DEL FRESNO. JUNTA DE COMPENSACIÓN;1160;15102;60901;6;URBANISMO;2;urbanización suelo a través del sist.compensación;208;FUENCARRAL-EL PARDO;25.000,00
2006/000377;SISTEMAS DE COMPENSACIÓN. PERI 14-06 SANTA LUISA INDUSTRIAL;1160;15102;60901;6;URBANISMO;2;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;218;VILLA DE VALLECAS;11.613,00
2009/000488;UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN;1160;15102;60901;6;URBANISMO;2;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;219;VICALVARO;718.970,00
2010/000216;ÁREA DE PLANEAMIENTO REMITIDO 08.01 CALLE CANTALEJO. COMPENSACIÓN;1160;15102;60901;6;URBANISMO;2;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;208;FUENCARRAL-EL PARDO;61.005,00
2014/000198;JUNTA DE COMPENSACIÓN PLANETARIO MENESES. OBRAS DE URBANIZACIÓN;1160;15102;60901;6;URBANISMO;2;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;202;ARGANZUELA;9.000,00
2015/000464;CALLE LENGUAS ESTE. URBANIZACIÓN A TRAVÉS DEL SISTEMA DE COMPENSACIÓN;1160;15102;60901;6;URBANISMO;2;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;217;VILLAVERDE;140.000,00
2019/000154;APE 21.07/M IBERICA LINEAS AEREAS DE ESPAÑA. URBANIZACION;1160;15102;60901;6;URBANISMO;2;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;221;BARAJAS;190.354,00
2017/000277;ADQUISICION SUELO APR 21.02 BARRIO DEL AEROPUERTO;1160;15102;68100;6;URBANISMO;5;ADQUISICIÓN SUELO PATRIMONIAL;221;BARAJAS;1.820.000,00
2018/000510;ADQUISICIÓN DE SUELO EN C/ RAMÍREZ TOMÉ.;1160;15102;68100;6;URBANISMO;5;ADQUISICIÓN SUELO PATRIMONIAL;213;PUENTE DE VALLECAS;550.000,00
2019/000200;ADQUISICIÓN SUELO APE 21.07/M IBERIA LINEAS AÉREAS DE ESPAÑA;1160;15102;68100;6;URBANISMO;5;ADQUISICIÓN SUELO PATRIMONIAL;221;BARAJAS;31.292,00
2019/000204;ADQUISICIÓN SUELO APR 08.01 CANTALEJO;1160;15102;68100;6;URBANISMO;5;ADQUISICIÓN SUELO PATRIMONIAL;208;FUENCARRAL-EL PARDO;187.255,00
2020/000232;ADQUISICIÓN DE SUELO CALLE SANTA LEONOR, 9;1160;15102;68100;6;URBANISMO;5;ADQUISICIÓN SUELO PATRIMONIAL;220;SAN BLAS - CANILLEJAS;123.000,00
2020/000233;ADQUISICIÓN DE SUELO PATRIMONIAL;1160;15102;68100;6;URBANISMO;5;ADQUISICIÓN SUELO PATRIMONIAL;998;VARIOS DISTRITOS;10.534.939,00
2018/000645;ADOPCIÓN MEDIDAS DE SEGURIDAD EN EDIFICIOS MUNICIPALES;1160;15103;63200;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS;2.026.347,00
2020/000307;BOSQUE METROPOLITANO. EJECUCIÓN;1160;15104;60920;9;MEDIO AMBIENTE;0;PARQUES;998;VARIOS DISTRITOS;2.000.000,00
2006/000513;SOPORTES Y DESARROLLOS CARTOGRÁFICOS URBANISMO;1160;15104;62999;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;41.989,00
2018/000644;DERRIBOS EN ÁMBITOS DE EXPROPIACIÓN;1160;15105;60000;6;URBANISMO;0;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;998;VARIOS DISTRITOS;1.100.000,00
2018/000643;URBANIZACIÓN DE SUELO EN EL TÉRMINO MUNICIPAL DE MADRID;1160;15105;60904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;998;VARIOS DISTRITOS;2.650.000,00
2018/000642;DERRIBOS EN SUELO PATRIMONIAL;1160;15105;68100;6;URBANISMO;5;ADQUISICIÓN SUELO PATRIMONIAL;998;VARIOS DISTRITOS;1.100.000,00
2020/000155;ADQUISICION DE VEHICULOS ELECTRICOS PARA DEPENDENCIAS MUNICIPALES;1170;92003;62400;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;75.000,00
2020/000234;NUEVO ALMACÉN DE VILLA. INSTALACIONES DE SEGURIDAD;1170;93100;62301;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;219;VICALVARO;88.000,00
2020/000235;DETECTOR DE MATRÍCULAS DE GARAJES DE CALLES ALCALÁ 45 Y BARQUILLO 16;1170;93100;62301;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;10.000,00
2020/000236;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL ÁREA DE HACIENDA Y PERSONAL.;1170;93100;62500;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;18.000,00
2020/000236;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL ÁREA DE HACIENDA Y PERSONAL.;1170;93100;62599;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;5.000,00
2020/000237;EDIFICIOS ÁREA DE HACIENDA Y PERSONAL. CARTELES PARA FACHADAS;1170;93100;63901;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;201;CENTRO;7.000,00
2020/000290;SERVICIOS DE INTERVENCIÓN GENERAL. APLICACIONES INFORMÁTICAS DE CONTROL FINANCIERO;1170;93102;64100;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;350.000,00
2020/000123;EQUIPAMIENTO MOBILIARIO AREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;1180;23100;62500;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;25.000,00
2020/000123;EQUIPAMIENTO MOBILIARIO AREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;1180;23100;62599;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;4.000,00
2020/000131;SEÑALIZACION EDIFICIOS AREA DE GOBIERNO DE FAMILIA, IGUALDAD Y BIENESTAR SOCIAL;1180;23100;62901;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;10.000,00
2020/000136;INSTALACIONES EDIFICIOS AREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;1180;23100;63301;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;242.000,00
2020/000123;EQUIPAMIENTO MOBILIARIO AREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;1180;23100;63500;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;5.000,00
2020/000131;SEÑALIZACION EDIFICIOS AREA DE GOBIERNO DE FAMILIA, IGUALDAD Y BIENESTAR SOCIAL;1180;23100;63901;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;6.000,00
2020/000316;ESPACIOS DE IGUALDAD DE LA CIUDAD DE MADRID. ADQUISICIÓN MOBILIARIO DIVERSO;1180;23101;62599;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;998;VARIOS DISTRITOS;141.000,00
2020/000181;EQUIPAMIENTO CENTROS DE DIA Y RESIDENCIAS DE MAYORES;1180;23103;63599;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;998;VARIOS DISTRITOS;83.672,00
2018/006044;MOBILIARIO PARA LAS NUEVAS ESCUELAS INFANTILES;1180;32301;62599;5;EDUCACIÓN;1;ESCUELAS INFANTILES;998;VARIOS DISTRITOS;168.136,00
2020/000191;EQUIPAMIENTO ESCUELAS INFANTILES MUNICIPALES;1180;32301;62599;5;EDUCACIÓN;1;ESCUELAS INFANTILES;998;VARIOS DISTRITOS;45.000,00
2020/000194;EQUIPAMIENTO RESIDENCIA INTERNADO SAN ILDEFONSO;1180;32301;62599;5;EDUCACIÓN;5;OTROS CENTROS DE ENSEÑANZA;201;CENTRO;2.000,00
2020/000304;ESCUELA MUNICIPAL DE CERÁMICA. INSTALACIÓN DE TOLDOS;1180;32601;62200;5;EDUCACIÓN;5;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA;25.000,00
2020/000184;EQUIPAMIENTO ESCUELA MUNICIPAL DE CERÁMICA;1180;32601;62301;5;EDUCACIÓN;5;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA;6.000,00
2020/000186;EQUIPAMIENTO RESIDENCIA LA PALOMA CERCEDILLA;1180;32601;62302;5;EDUCACIÓN;5;OTROS CENTROS DE ENSEÑANZA;999;NO DISTRITALIZABLE;500
2020/000185;EQUIPAMIENTO ESCUELAS MUNICIPALES DE MÚSICA;1180;32601;62599;5;EDUCACIÓN;3;ESCUELAS DE MÚSICA;998;VARIOS DISTRITOS;80.000,00
2020/000186;EQUIPAMIENTO RESIDENCIA LA PALOMA CERCEDILLA;1180;32601;62599;5;EDUCACIÓN;5;OTROS CENTROS DE ENSEÑANZA;999;NO DISTRITALIZABLE;6.200,00
2020/000184;EQUIPAMIENTO ESCUELA MUNICIPAL DE CERÁMICA;1180;32601;63300;5;EDUCACIÓN;5;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA;150.000,00
2020/000184;EQUIPAMIENTO ESCUELA MUNICIPAL DE CERÁMICA;1180;32601;63599;5;EDUCACIÓN;5;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA;15.000,00
2020/000185;EQUIPAMIENTO ESCUELAS MUNICIPALES DE MÚSICA;1180;32601;63599;5;EDUCACIÓN;3;ESCUELAS DE MÚSICA;998;VARIOS DISTRITOS;20.000,00
2020/000195;EQUIPAMIENTO CENTROS JUVENILES;1180;33701;62302;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3;CENTROS JUVENILES;998;VARIOS DISTRITOS;1.000,00
2020/000197;SEÑALIZACION CENTROS JUVENILES;1180;33701;62901;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3;CENTROS JUVENILES;998;VARIOS DISTRITOS;1.500,00
2020/000074;ÁREA DE GOBIERNO DE OBRAS Y EQUPAMIENTOS. MOBILIARIO;1190;15320;62500;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;30.000,00
2020/000115;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS. SEÑALÉTICA;1190;15320;62901;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE;18.150,00
2019/000414;BARRIO DEL AEROPUERTO. REURBANIZACIÓN;1190;15321;60904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;221;BARAJAS;125.209,00
2015/000226;ANILLO VERDE CICLISTA. OBRAS DE REMODELACIÓN;1190;15321;61904;7;INFRAESTRUCTURAS;6;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;998;VARIOS DISTRITOS;4.937.196,00
2018/005151;ELIMINACION BARRERAS ARQUITECTÓNICAS DISTRITO PUENTE DE VALLECAS  (ID 17: 4881 );1190;15321;61904;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;213;PUENTE DE VALLECAS;512.213,00
2018/006532;BARRIOS DE LA CHOPERA Y DELICIAS. MEJORA DE LA URBANIZACIÓN;1190;15321;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;202;ARGANZUELA;176.199,00
2018/006533;ACERA EN CALLE GREGORIO SÁNCHEZ HERRAEZ, ENTRE CALLE SANTA VIRGILIA Y M-40;1190;15321;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;215;CIUDAD LINEAL;177.052,00
2017/004127;SANEAMIENTO Y CONSOLIDACIÓN DEL FIRME EN LAS VÍAS PÚBLICAS DEL PAU DE VALLECAS;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;218;VILLA DE VALLECAS;95.809,00
2017/004587; CALLE HERNÁNDEZ DE COLÓN, 26. ADECUACIÓN ESCALERA Y CONDICIONES DE ACCESIBILIDAD;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;216;HORTALEZA;4.469,00
2017/004589;CALLE VILLABLANCA. ACCESIBILIDAD ACERAS;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;219;VICALVARO;4.962,00
2017/004591; VIAL CAMINO ALTO DE SAN ISIDRO. SEGURIDAD Y ACCESIBILIDAD;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;211;CARABANCHEL;15.949,00
2017/004596; PLAZA PUERTO RUBIO-PEÑA GORBEA. CONEXIÓN;1190;15321;61910;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;213;PUENTE DE VALLECAS;19.163,00
2018/005133;ADECUACION DE ALCORQUES Y ZONAS PERIMETRALES EN LA CIUDAD DE MADRID;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;998;VARIOS DISTRITOS;684.508,00
2018/005134;MEJORA DE PAVIMENTACION DE VIARIO PRINCIPAL DE LA CIUDAD DE MADRID;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;998;VARIOS DISTRITOS;462.006,00
2018/005135;PLAN DE BARRIOS.  CALZADAS;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;998;VARIOS DISTRITOS;43.840,00
2018/005136;ZONA LAS CAROLINAS, BARRIOS DE ALMENDARALES Y ORCASUR. PAVIMENTACIÓN;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;212;USERA;211.144,00
2018/005138;CONEXIÓN PEATONAL BARRIO LEGAZPI CON MÉNDEZ ÁLVARO. MEJORA (ID 17: 4885);1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;202;ARGANZUELA;210.392,00
2018/005142;PASEO DE RECOLETOS. REURBANIZACIÓN Y MEJORA DE PAVIMENTOS;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;998;VARIOS DISTRITOS;463.222,00
2018/005146;DIVERSAS CALLES EN BARRIOS DEL DISTRITO FUENCARRAL-EL PARDO. REURBANIZACIÓN;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;208;FUENCARRAL-EL PARDO;868.288,00
2018/006029;DIVERSAS CALLES DISTRITO DE TETUÁN. MEJORA CONDICIONES DE ACCESIBILIDAD UNIVERSAL;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;206;TETUAN;34.569,00
2018/006030;ÁREA VULNERABLE DE MORATALAZ 14.02. RECUALIFICACIÓN DE ESPACIOS PÚBLICOS URBANOS;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;214;MORATALAZ;76.690,00
2018/006031;MEJORA SEGURIDAD VIAL EN EL PAU DE CARABANCHEL Y SU ENTORNO;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;211;CARABANCHEL;612.250,00
2018/006525;PAVIMENTO ACERAS EN EL BARRIO DE MORATALAZ. MEJORA (ID 2017: 5724);1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;214;MORATALAZ;460.041,00
2018/006526;PAVIMENTO ACERAS DEL POBLADO DIRIGIDO DE ORCASITAS. MEJORA (ID 2017: 6876);1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;212;USERA;147.823,00
2018/006527;ACERAS Y CALLES DEL DISTRITO DE CARABANCHEL. ACONDICIONAMIENTO (ID 2017: 5556);1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;211;CARABANCHEL;268.160,00
2018/006548;REHABILITACIÓN PAVIMENTO CALZADAS DE DIVERSAS CALLES DE LA CIUDAD DE MADRID;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;998;VARIOS DISTRITOS;650.813,00
2018/006733;OBRAS DE MEJORA EN ACERAS, PAVIMENTOS Y ALCORQUES. PLANES INTEGRALES DE BARRIO;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;998;VARIOS DISTRITOS;27.618,00
2018/008128;ACERAS EN EL ENTORNO DE PROSPERIDAD. OBRAS DE MEJORA (ID: 875);1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;205;CHAMARTIN;328.240,00
2018/008289;CALZADAS BARRIO DE ORCASITAS. REHABILITACIÓN (ID: 1480);1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;212;USERA;233.145,00
2019/000396;OBRAS REPARACIÓN CALZADAS. PLANES INTEGRALES DE BARRIO. DISTRITOS DE CENTRO Y TETUÁN;1190;15321;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;998;VARIOS DISTRITOS;38.563,00
2018/005126;REMODELACION TÚNEL BAJO GRAN VIA VILLAVERDE Y ESTACION CERCANÍAS VILLAVERDE BAJO  (ID 17: 4091 );1190;15321;61911;8;MANTENIMIENTO URBANO;4;CONSERVACIÓN  PASOS A DISTINTO NIVEL;217;VILLAVERDE;369.796,00
2018/005128;CONEXION PEATONAL TUNEL SUR DE LAS TABLAS CON ESTACIÓN DE CERCANÍAS;1190;15321;61911;8;MANTENIMIENTO URBANO;4;CONSERVACIÓN  PASOS A DISTINTO NIVEL;208;FUENCARRAL-EL PARDO;417.996,00
2018/005129;ACONDICIONAMIENTO Y RENOVACIÓN DE TÚNELES Y OBRAS DE PASO EN LA CIUDAD DE MADRID;1190;15321;61911;8;MANTENIMIENTO URBANO;4;CONSERVACIÓN  PASOS A DISTINTO NIVEL;998;VARIOS DISTRITOS;2.211.560,00
2016/000519;APR 13.01 SIERRA TOLEDANA. URBANIZACIÓN;1190;15321;68101;6;URBANISMO;6;URBANIZACIÓN SUELO PATRIMONIAL;213;PUENTE DE VALLECAS;3.565.960,00
2020/000292;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;1190;15340;60999;7;INFRAESTRUCTURAS;1;CIRCUNVALACIÓN M-30;202;ARGANZUELA;750.000,00
2015/000207;PLAZA DE ESPAÑA. OBRAS DE REMODELACIÓN;1190;15340;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;998;VARIOS DISTRITOS;30.000.000,00
2018/005147;REURBANIZACIÓN DE CALLES Y ESPACIOS EN EL ENTORNO DEL PASEO DE LA DIRECCIÓN;1190;15340;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;206;TETUAN;528.995,00
2018/005148;CONEXIÓN PEATONAL C/ MENDEZ ALVARO - AVDA. SAN DIEGO. MEJORA (ID 17: 1211 );1190;15340;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;213;PUENTE DE VALLECAS;210.734,00
2018/005157;CARRERA DE SAN JERÓNIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS. REMODELACIÓN;1190;15340;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO;1.956.614,00
2018/006529;APARCAMIENTO DISUASORIO EN VILLAVERDE BAJO (ID 2017: 4403);1190;15340;61904;7;INFRAESTRUCTURAS;2;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;217;VILLAVERDE;119.769,00
2018/006531;REURBANIZACIÓN DE DIVERSOS VIALES DE LA CIUDAD DE MADRID;1190;15340;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;998;VARIOS DISTRITOS;120.765,00
2020/000291;CALLE EDUARDO BARREIROS. REURBANIZACIÓN;1190;15340;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;217;VILLAVERDE;500.000,00
2020/000294;CALLE AYERBE. REMODELACIÓN URBANIZACIÓN;1190;15340;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;221;BARAJAS;950.000,00
2020/000295;CONEXIÓN DE LA CALLE FÁVILA CON LA CALLE TEJARES;1190;15340;61904;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;211;CARABANCHEL;450.000,00
2018/005145;ENTORNO DE LA AVDA. ARCENTALES . ADECUACIÓN DE VIALES;1190;15340;61910;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;220;SAN BLAS - CANILLEJAS;1.442.325,00
2018/005127;MEJORA DE INSTALACIONES DE VENTILACIÓN Y SEGURIDAD EN PASOS A DISTINTO NIVEL;1190;16501;61911;8;MANTENIMIENTO URBANO;4;CONSERVACIÓN  PASOS A DISTINTO NIVEL;998;VARIOS DISTRITOS;687.957,00
2016/000277;CENTRO DE SERVICIOS SOCIALES ENTREVIAS, C/ YUSTE, 8. AMPLIACIÓN;1190;93301;62200;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS;1.815.647,00
2016/000341;INSTALACIÓN DEPORTIVA ENSANCHE DE VALLECAS (PAU VALLECAS). CONSTRUCCIÓN;1190;93301;62200;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;218;VILLA DE VALLECAS;8.036.143,00
2016/000427;CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN;1190;93301;62200;10;CULTURA;3;CENTROS CULTURALES;219;VICALVARO;686.122,00
2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;1190;93301;62200;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;201;CENTRO;5.785.164,00
2016/000475;CENTRO DE MAYORES Y SERVICIOS SOCIALES TRAVESÍA CAÑO, 5. CONSTRUCCIÓN;1190;93301;62200;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;209;MONCLOA-ARAVACA;3.403.993,00
2016/000505;FACTORÍA INDUSTRIAL EN VILLAVERDE (LA RESINA). CONSTRUCCIÓN;1190;93301;62200;14;SECTORES PRODUCTIVOS;1;PROMOCIÓN ECONÓMICA;217;VILLAVERDE;4.389.840,00
2016/000529;CENTRO DE MAYORES C/ BLAS CABRERA. CONSTRUCCIÓN (ID 17: 5177);1190;93301;62200;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;210;LATINA;2.189.223,00
2016/000533;CENTRO DEPORTIVO LA CEBADA. CONSTRUCCIÓN;1190;93301;62200;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;201;CENTRO;4.999.693,00
2016/000537;CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN;1190;93301;62200;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3;CENTROS JUVENILES;212;USERA;3.291.007,00
2016/000538;CENTRO DE SERVICIOS SOCIALES ENSANCHE DE VALLECAS. CONSTRUCCIÓN;1190;93301;62200;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;218;VILLA DE VALLECAS;5.454.721,00
2017/000187;CENTRO JUVENIL C/BRONCE. CONSTRUCCIÓN;1190;93301;62200;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3;CENTROS JUVENILES;202;ARGANZUELA;442.921,00
